Ticket_Key,Summary,Status,Assignee,Urgency,Priority,JIRA_URL,TriQ_Score,Quality_Issues,Client_CID,Issue_Category,Action_Required,Refined_Category
TRI-2122,CID 643 - hotmail email ...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2122,7.5,Standard quality,643.0,Other,RESOLVED,Communication
TRI-2121,CID 1574 - Invalid email...,Canceled,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2121,7.0,HIGH URGENCY LACKS DETAIL,1574.0,Other,STANDARD PROCESSING,Communication
TRI-2119,CID:1567 MuniServicePro ...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2119,8.5,Standard quality,1567.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2118,CID- 1837 -Meter Link So...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2118,7.5,HIGH URGENCY LACKS DETAIL,1837.0,Meter Management,RESOLVED,Meter Management
TRI-2117,CID 1821: City of Arling...,Resolved,clyde.qasolli@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2117,8.5,Standard quality,1821.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2112,CID 1780: Invoices are m...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2112,6.5,UNASSIGNED,1780.0,Billing System,ASSIGN TO SPECIALIST,Billing System
TRI-2110,CID - 1800 - Portage Sew...,Canceled,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2110,7.0,HIGH URGENCY LACKS DETAIL,1800.0,Other,STANDARD PROCESSING,Uncategorized
TRI-2109,CID- 1800 - Portage Area...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2109,7.5,CRITICAL URGENCY LACKS DETAIL,1800.0,Other,RESOLVED,Uncategorized
TRI-2107,Cedar Hill: WaterSmart a...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2107,6.5,HIGH URGENCY LACKS DETAIL,,Integration,RESOLVED,Integration
TRI-2104,CID: 448 - Unpost Meter ...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2104,8.5,HIGH URGENCY LACKS DETAIL,448.0,Meter Management,USE AS TEMPLATE,Meter Management
TRI-2100,Red Energy CID - 449 Par...,Resolved,bhavana.savaram@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2100,7.5,HIGH URGENCY LACKS DETAIL,449.0,Other,RESOLVED,Uncategorized
TRI-2099,CID: 448 - Unpost bills ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2099,8.5,HIGH URGENCY LACKS DETAIL,448.0,Billing System,USE AS TEMPLATE,Billing System
TRI-2097,CID 1780 - Millersville ...,Closed,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2097,7.5,HIGH URGENCY LACKS DETAIL,1780.0,Other,RESOLVED,Uncategorized
TRI-2096,CID: 1120- Due after not...,In Progress,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2096,8.3,HIGH URGENCY LACKS DETAIL,1120.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2094,Write Off Export Format,Canceled,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2094,4.0,UNASSIGNED,,Integration,ASSIGN TO SPECIALIST,Integration
TRI-2093,Your one-time code: 5787...,Closed,nathaniel@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2093,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2092,Your one-time code: 1348...,Closed,nathaniel@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2092,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2091,Megan Perrine - New User...,Resolved,bettina@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2091,6.5,Standard quality,,Other,RESOLVED,Account Management
TRI-2090,WhoDunIt - CID 1600 - Ch...,Resolved,bhavana.savaram@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2090,7.5,Standard quality,1600.0,Other,RESOLVED,Uncategorized
TRI-2089,Queen Anne's County 1415...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2089,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2087,Sahuarita Lockbox Passwo...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2087,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2086,RentManager Property ID-...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2086,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2085,Queen Anne's County 1415...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2085,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2083,CID 662 City of Newnan -...,Resolved,bhavana.savaram@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2083,7.5,Standard quality,662.0,Other,RESOLVED,Request/Enhancement
TRI-2082,White List IP Address: I...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2082,6.5,Standard quality,,Other,RESOLVED,Request/Enhancement
TRI-2081,CID: 413- Customer Autop...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2081,8.5,Standard quality,413.0,Other,USE AS TEMPLATE,Account Management
TRI-2080,JOb Failed Unexpectedly ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2080,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2079,Morton Borough - CID: 17...,Closed,samuel.aubin@munibilling@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2079,8.5,Standard quality,17.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2077,CID: 1761- Unpost bills,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2077,8.5,HIGH URGENCY LACKS DETAIL,1761.0,Billing System,USE AS TEMPLATE,Billing System
TRI-2076,Reporting Authorites,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2076,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Report Issues
TRI-2075,WhoDunIt - CID 17 - Mor...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2075,5.5,UNASSIGNED,17.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2074,City of New Canton posti...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2074,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Request/Enhancement
TRI-2072,CID 1799: Missing Access...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2072,8.5,HIGH URGENCY LACKS DETAIL,1799.0,Other,USE AS TEMPLATE,Account Management
TRI-2070,CID: 38- Access Code Mis...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2070,8.5,Standard quality,38.0,Other,USE AS TEMPLATE,Account Management
TRI-2069,CID 1780 - Millersville ...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2069,7.5,Standard quality,1780.0,Other,RESOLVED,Uncategorized
TRI-2068,CID - 1799 - Purgatory M...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2068,7.5,CRITICAL URGENCY LACKS DETAIL,1799.0,Other,RESOLVED,Uncategorized
TRI-2066,CID- 1792 -Rural Water D...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2066,7.5,CRITICAL URGENCY LACKS DETAIL,1792.0,Other,RESOLVED,Uncategorized
TRI-2065,CID 1695 - Unpost Bills,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2065,7.5,Standard quality,1695.0,Billing System,RESOLVED,Billing System
TRI-2060,CID- 1821 - Create Dummy...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2060,7.5,Standard quality,1821.0,Other,RESOLVED,Request/Enhancement
TRI-2058,CID 1780 - Millersville ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2058,7.5,HIGH URGENCY LACKS DETAIL,1780.0,Other,RESOLVED,Uncategorized
TRI-2054,CID- 1798 - North Boliva...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2054,7.5,CRITICAL URGENCY LACKS DETAIL,1798.0,Other,RESOLVED,Uncategorized
TRI-2052,CID 1780 - Remove Due Da...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2052,7.5,Standard quality,1780.0,Other,RESOLVED,Uncategorized
TRI-2051,CID- 1791 - Enable Invoi...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2051,7.5,Standard quality,1791.0,Other,RESOLVED,Uncategorized
TRI-2050,CID- 1790 - Enable Invoi...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2050,7.5,Standard quality,1790.0,Other,RESOLVED,Uncategorized
TRI-2049,CID- 1802 - Enable Invoi...,Closed,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2049,7.5,Standard quality,1802.0,Other,RESOLVED,Uncategorized
TRI-2048,CID- 1821 - Enable Invoi...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2048,7.5,Standard quality,1821.0,Other,RESOLVED,Uncategorized
TRI-2047,Online Payment Confirmat...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2047,4.5,UNASSIGNED,,Payment Processing,ASSIGN TO SPECIALIST,Payment Processing
TRI-2045,Parkland Utilities - CID...,Closed,samuel.aubin@munibilling@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2045,7.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-2044,Purgatory Metro District...,Closed,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2044,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2043,CID - 1784 - City of Laf...,Canceled,,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2043,3.0,UNASSIGNED CRITICAL - SLA BREACH RISK; CRITICAL URGENCY LACKS DETAIL,1784.0,Other,URGENT: ASSIGN IMMEDIATELY,Uncategorized
TRI-2042,CID 1510: Enable Invoici...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2042,8.5,Standard quality,1510.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2041,CID 1783 - City of Onami...,Resolved,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2041,7.5,HIGH URGENCY LACKS DETAIL,1783.0,Other,RESOLVED,Uncategorized
TRI-2038,CID 1624 City of Big Lak...,Canceled,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2038,7.0,HIGH URGENCY LACKS DETAIL,1624.0,Other,STANDARD PROCESSING,Uncategorized
TRI-2036,Need my IP Address white...,Resolved,nathaniel@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2036,6.5,CRITICAL URGENCY LACKS DETAIL,,Other,RESOLVED,Request/Enhancement
TRI-2033,CID 610: Upper Michigan ...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2033,8.5,Standard quality,610.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2032,Cedar Hill 4 Accounts wi...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2032,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Account Management
TRI-2030,CID 1780 - Millersville ...,Resolved,bettina@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2030,7.5,Standard quality,1780.0,Other,RESOLVED,Uncategorized
TRI-2029,CID: 215: Customer Porta...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2029,8.5,Standard quality,215.0,Other,USE AS TEMPLATE,Account Management
TRI-2027,CID: 165 - Late Fee temp...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2027,8.5,HIGH URGENCY LACKS DETAIL,165.0,Other,USE AS TEMPLATE,Rate & Pricing
TRI-2026,CID: 1256- Payment not s...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2026,8.5,Standard quality,1256.0,Payment Processing,USE AS TEMPLATE,Payment Processing
TRI-2025,Provide file format deta...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2025,6.5,Standard quality,,Data Management,RESOLVED,Data Management
TRI-2024,CID- 1827 - City of Hans...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2024,7.5,Standard quality,1827.0,Other,RESOLVED,Uncategorized
TRI-2023,CID- 1823 - Buffalo- Ena...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2023,7.5,Standard quality,1823.0,Other,RESOLVED,Uncategorized
TRI-2022,CID 1443 Logan County: L...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2022,6.5,UNASSIGNED,1443.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2021,CID 1780 - Millersville ...,Resolved,stephanie.williams@munib@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2021,7.5,HIGH URGENCY LACKS DETAIL,1780.0,Other,RESOLVED,Uncategorized
TRI-2020,Provide file format deta...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2020,6.5,Standard quality,,Data Management,RESOLVED,Data Management
TRI-2019,CID 436 - Gatlinburg - E...,Resolved,nathaniel@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2019,7.5,Standard quality,436.0,Other,RESOLVED,Uncategorized
TRI-2018,Purgatory Metro District...,Closed,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2018,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-2016,CID 1780 - Millersville ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2016,7.5,HIGH URGENCY LACKS DETAIL,1780.0,Other,RESOLVED,Uncategorized
TRI-2015,Account Not Found error ...,Resolved,clyde.qasolli@munibillin@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2015,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Account Management
TRI-2014,CID 1780 - Millersville ...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2014,7.5,HIGH URGENCY LACKS DETAIL,1780.0,Other,RESOLVED,Uncategorized
TRI-2013,CID 1796 Deeson Roundlak...,Resolved,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2013,5.5,UNASSIGNED,1796.0,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-2012,CId 124- Missing paymnet...,Resolved,clyde.qasolli@munibillin@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2012,6.5,Standard quality,124.0,Payment Processing,RESOLVED,Payment Processing
TRI-2011,City of New Auburn posti...,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2011,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Request/Enhancement
TRI-2010,CID 1805 Unpost Payments,Resolved,katilyn.wiggins@munibill@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2010,7.5,Standard quality,1805.0,Payment Processing,RESOLVED,Payment Processing
TRI-2009,"CID: 1333, 1341 & 1386 -...",Closed,,High,Normal,https://jiramb.atlassian.net/browse/TRI-2009,5.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1333.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-2007,CID: 130: Portal Passwor...,Closed,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-2007,8.5,Standard quality,130.0,Customer Portal,USE AS TEMPLATE,Customer Portal
TRI-2005,Arcadia: Log in Issue wi...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-2005,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,System Issues
TRI-2004,CID 248 Town of Gulf Str...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2004,7.5,HIGH URGENCY LACKS DETAIL,248.0,Other,RESOLVED,Uncategorized
TRI-2003,Nora Hobbs - New User Re...,Resolved,katilyn.wiggins@munibill@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-2003,6.5,Standard quality,,Other,RESOLVED,Account Management
TRI-2002,CID-133 Town of Altha: C...,Resolved,katilyn.wiggins@munibill@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-2002,8.5,CRITICAL URGENCY LACKS DETAIL,133.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2001,CID: 1085 City of Arcadi...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-2001,8.5,HIGH URGENCY LACKS DETAIL,1085.0,Other,USE AS TEMPLATE,Uncategorized
TRI-2000,Changes to Post to Accou...,Canceled,,High,Normal,https://jiramb.atlassian.net/browse/TRI-2000,3.0,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Request/Enhancement
TRI-1999,Munibilling Production A...,Canceled,,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1999,4.0,UNASSIGNED,,Billing System,ASSIGN TO SPECIALIST,Billing System
TRI-1998,Paya Payments Stuck in P...,Resolved,drago.todorov@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1998,6.5,Standard quality,,Payment Processing,RESOLVED,Payment Processing
TRI-1995,CID 407: Town of Pearl R...,Canceled,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1995,8.0,HIGH URGENCY LACKS DETAIL,407.0,Other,USE AS TEMPLATE,Uncategorized
TRI-1994,CID 1802 Hope Water - Va...,Canceled,clyde.qasolli@munibillin@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1994,7.0,Standard quality,1802.0,Other,STANDARD PROCESSING,Uncategorized
TRI-1993,CID: 1313 - Error when c...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1993,8.5,HIGH URGENCY LACKS DETAIL,1313.0,Other,USE AS TEMPLATE,System Issues
TRI-1992,CID-1784 - City of Lafay...,Resolved,clyde.qasolli@munibillin@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-1992,7.5,CRITICAL URGENCY LACKS DETAIL,1784.0,Other,RESOLVED,Uncategorized
TRI-1991,CID: 1770 -Consumption r...,Closed,stephanie.williams@munib@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1991,8.5,Standard quality,1770.0,Meter Management,USE AS TEMPLATE,Meter Management
TRI-1990,CID: 1483 - Service Call...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1990,8.5,Standard quality,1483.0,Other,USE AS TEMPLATE,Uncategorized
TRI-1988,Fake Payment Gateway Cre...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1988,4.5,UNASSIGNED,,Payment Processing,ASSIGN TO SPECIALIST,Payment Processing
TRI-1986,CID 1804 - add to Multiv...,Resolved,samuel.aubin@munibilling@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1986,7.5,Standard quality,1804.0,Other,RESOLVED,Request/Enhancement
TRI-1985,Global - Bill Creation F...,Resolved,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1985,6.5,HIGH URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-1984,Unable to create Bills ...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1984,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Billing System,URGENT: ASSIGN SPECIALIST,Billing System
TRI-1983,Cedar Hill Sewer Usage R...,Resolved,stephanie.williams@munib@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1983,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Calculation Issues
TRI-1979,Purgatory Metro District...,Closed,samuel.aubin@munibilling@munibilling.com,Critical,Normal,https://jiramb.atlassian.net/browse/TRI-1979,6.5,CRITICAL URGENCY LACKS DETAIL,,Other,RESOLVED,Uncategorized
TRI-1978,Miscellaneous Letter mes...,Resolved,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1978,4.5,UNASSIGNED,,Other,ASSIGN TO SPECIALIST,Uncategorized
TRI-1977,CID 1443 Logan County: C...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1977,5.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,1443.0,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1976,CID 413 Town on Many - B...,Canceled,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1976,7.0,HIGH URGENCY LACKS DETAIL,413.0,Other,STANDARD PROCESSING,Uncategorized
TRI-1970,CID: 333 - Error when cr...,Canceled,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1970,8.0,Standard quality,333.0,Other,USE AS TEMPLATE,System Issues
TRI-1969,CID: 1783 - Onamia - Met...,Resolved,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1969,8.5,HIGH URGENCY LACKS DETAIL,1783.0,Other,USE AS TEMPLATE,Uncategorized
TRI-1968,CID: 1701- Unable to add...,Canceled,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1968,8.0,Standard quality,1701.0,Other,USE AS TEMPLATE,Request/Enhancement
TRI-1967,Stop Job,Canceled,,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1967,3.0,UNASSIGNED; VAGUE SUMMARY,,Other,REQUEST REVISION,Uncategorized
TRI-1965,CID 1763 Promenade at Tu...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1965,7.5,Standard quality,1763.0,Other,RESOLVED,Uncategorized
TRI-1964,Unable to view screen in...,Resolved,,High,Normal,https://jiramb.atlassian.net/browse/TRI-1964,3.5,UNASSIGNED HIGH URGENCY; HIGH URGENCY LACKS DETAIL,,Other,URGENT: ASSIGN SPECIALIST,Uncategorized
TRI-1963,CID- 1817 - Enable Invoi...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1963,7.5,Standard quality,1817.0,Other,RESOLVED,Uncategorized
TRI-1962,CID- 1819 - Enable Invoi...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1962,7.5,Standard quality,1819.0,Other,RESOLVED,Uncategorized
TRI-1961,Cedar Hill Sewer Usage R...,Resolved,stephanie.williams@munib@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1961,6.5,HIGH URGENCY LACKS DETAIL,,Other,RESOLVED,Calculation Issues
TRI-1960,CID: 1793 - Parcel Numbe...,Resolved,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1960,8.5,HIGH URGENCY LACKS DETAIL,1793.0,Other,USE AS TEMPLATE,Uncategorized
TRI-1959,CID 1784 - City of Lafay...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1959,7.5,Standard quality,1784.0,Other,RESOLVED,Uncategorized
TRI-1958,CID 423 - Data Query nee...,Resolved,bhavana.savaram@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1958,7.5,Standard quality,423.0,Data Management,RESOLVED,Data Management
TRI-1957,Heartland Autopay Flag R...,Resolved,samuel.aubin@munibilling@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1957,6.5,HIGH URGENCY LACKS DETAIL,,Autopay System,RESOLVED,Autopay System
TRI-1951,CID 145 Pittsburg County...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1951,7.5,Standard quality,145.0,Other,RESOLVED,Uncategorized
TRI-1950,CID 248 Town of Gulf Str...,Resolved,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1950,7.5,Standard quality,248.0,Other,RESOLVED,Uncategorized
TRI-1949,CID 1082 Cedar Hill - Wa...,Closed,clyde.qasolli@munibillin@munibilling.com,Low,Normal,https://jiramb.atlassian.net/browse/TRI-1949,7.5,Standard quality,1082.0,Other,RESOLVED,Uncategorized
TRI-1948,List of Clients showing ...,Resolved,stephanie.williams@munib@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1948,6.5,Standard quality,,Other,RESOLVED,Uncategorized
TRI-1947,CID 23 City of Farrell S...,Closed,katilyn.wiggins@munibill@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1947,7.5,HIGH URGENCY LACKS DETAIL,23.0,Other,RESOLVED,Uncategorized
TRI-1946,GLOBAL - Managed Service...,Resolved,jason.moore@munibilling.@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1946,6.5,HIGH URGENCY LACKS DETAIL,,System Performance,RESOLVED,System Performance
TRI-1945,CID 1469 Town of Washing...,Resolved,nathaniel@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1945,7.5,HIGH URGENCY LACKS DETAIL,1469.0,Other,RESOLVED,Uncategorized
TRI-1944,Provide file format deta...,Resolved,katilyn.wiggins@munibill@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1944,6.5,Standard quality,,Data Management,RESOLVED,Data Management
TRI-1942,Bills Not Posting - May,Resolved,bettina@munibilling.com,High,Normal,https://jiramb.atlassian.net/browse/TRI-1942,6.5,HIGH URGENCY LACKS DETAIL,,Billing System,RESOLVED,Billing System
TRI-1941,CID: 436 - Issue with Aj...,Canceled,nathaniel@munibilling.com,Medium,Normal,https://jiramb.atlassian.net/browse/TRI-1941,8.0,Standard quality,436.0,Other,USE AS TEMPLATE,System Issues
